Monthly_Income_M,Credit_Score,Loan_Amount_M,Work_Experience_Years,Has_Prior_Default,DTI_Ratio,Approved
20.8,595,338,3.8,0,0.569,0
73.0,550,278,6.6,0,0.133,1
63.3,651,80,6.7,0,0.044,1
35.2,659,159,1.3,0,0.158,1
35.9,679,244,1.3,0,0.238,1
79.8,645,382,3.8,1,0.168,0
28.8,724,311,14.6,0,0.378,1
91.1,637,132,0.1,0,0.051,1
35.2,506,245,9.2,0,0.244,0
69.0,657,482,0.4,1,0.244,0
47.8,469,272,3.9,0,0.199,0
68.3,700,224,6.1,0,0.115,1
43.0,587,314,7.0,0,0.256,1
51.4,684,344,0.4,0,0.234,1
55.9,782,210,3.3,0,0.131,1
33.0,589,315,5.3,0,0.334,1
71.3,760,224,0.4,0,0.11,1
43.7,633,339,0.9,0,0.272,1
50.0,819,279,6.5,0,0.195,1
33.1,639,313,4.4,0,0.331,1
15.0,599,176,1.1,0,0.411,0
50.8,728,170,4.6,0,0.117,1
108.1,633,364,14.6,0,0.118,1
72.3,598,251,0.1,1,0.122,0
54.6,629,291,6.2,0,0.187,1
49.2,666,226,0.5,0,0.161,1
55.5,784,359,0.0,0,0.226,1
67.0,506,193,1.0,0,0.101,1
29.0,672,245,3.3,0,0.296,1
79.5,723,346,9.7,0,0.152,1
70.7,686,389,2.0,0,0.193,1
70.8,781,202,5.9,0,0.1,1
64.6,664,476,3.2,0,0.258,1
55.4,654,294,1.6,0,0.186,1
69.8,720,145,4.3,0,0.073,1
68.0,678,301,9.6,0,0.155,1
47.2,637,218,10.7,0,0.162,1
42.4,714,308,11.2,0,0.254,1
57.2,615,255,2.5,0,0.156,1
89.1,618,268,9.5,0,0.105,1
27.7,625,160,1.4,0,0.202,1
22.7,785,369,8.0,0,0.569,1
58.6,396,133,17.8,0,0.079,1
56.1,704,138,0.1,0,0.086,1
58.8,673,300,3.5,0,0.179,1
60.4,527,436,6.3,0,0.253,1
50.1,696,221,7.3,0,0.154,1
87.8,710,337,1.2,0,0.134,1
19.8,720,378,21.5,0,0.668,1
36.8,445,350,5.7,0,0.333,0
52.7,786,226,1.1,0,0.15,1
18.8,607,140,0.1,0,0.261,0
51.1,728,40,9.2,0,0.027,1
91.6,733,231,0.5,0,0.088,1
55.5,595,390,0.9,0,0.246,1
60.1,726,136,5.1,0,0.079,1
27.3,637,337,5.6,0,0.432,0
41.4,494,155,7.0,0,0.131,1
46.7,769,272,3.0,0,0.204,1
48.0,604,338,8.9,0,0.246,1
83.2,597,187,22.0,0,0.079,1
67.3,636,279,1.9,0,0.145,1
30.5,693,214,7.3,1,0.246,0
60.4,665,338,15.8,0,0.196,1
66.0,717,286,7.0,0,0.152,1
80.1,556,266,6.9,0,0.116,1
89.8,607,431,1.5,0,0.168,1
32.7,660,333,4.6,0,0.356,1
37.2,831,184,5.0,0,0.173,1
27.3,660,251,7.2,0,0.322,1
49.9,762,252,34.5,1,0.177,0
65.3,673,269,0.2,0,0.144,1
76.7,629,538,0.4,0,0.246,1
53.3,649,301,0.5,0,0.198,1
48.0,656,40,8.2,0,0.029,1
58.3,721,200,0.9,0,0.12,1
36.6,787,47,5.8,0,0.045,1
101.0,701,224,2.4,0,0.078,1
19.6,771,41,3.7,1,0.073,0
59.1,588,164,1.5,0,0.097,1
99.5,635,93,12.1,0,0.033,1
55.1,608,302,5.3,0,0.192,1
50.8,697,260,17.4,0,0.179,1
47.1,639,293,5.1,0,0.218,1
51.0,732,248,0.8,0,0.17,1
85.2,591,107,1.1,0,0.044,1
15.0,674,316,27.1,0,0.737,1
88.7,728,471,7.8,0,0.186,1
23.7,494,305,0.3,0,0.45,0
49.1,850,213,7.3,0,0.152,1
45.6,646,103,3.2,0,0.079,1
67.9,498,160,2.2,0,0.082,1
19.8,683,310,1.0,0,0.548,0
65.2,673,378,11.0,0,0.203,1
99.5,663,289,0.4,0,0.102,1
25.0,754,348,2.1,0,0.487,1
59.2,734,338,2.2,0,0.2,1
40.4,695,316,1.1,0,0.274,1
64.4,708,188,4.3,0,0.102,1
55.4,661,279,0.1,0,0.176,1
40.9,821,167,2.1,0,0.143,1
65.7,544,262,16.3,0,0.14,1
94.7,682,296,2.2,0,0.109,1
50.8,676,445,2.7,0,0.307,1
70.8,739,116,3.8,1,0.057,0
26.5,598,313,4.9,0,0.413,0
34.0,522,423,9.9,0,0.435,0
65.4,683,343,1.3,0,0.184,1
87.7,694,352,12.3,0,0.14,1
62.8,797,325,8.5,0,0.181,1
48.1,562,403,7.7,1,0.293,0
55.0,768,140,0.5,0,0.089,1
27.5,850,108,0.1,0,0.137,1
68.3,638,259,5.4,0,0.133,1
74.4,560,40,11.9,0,0.019,1
45.1,635,395,5.3,0,0.307,1
44.7,671,394,1.4,0,0.309,1
60.8,718,212,0.6,0,0.122,1
45.4,620,219,7.2,0,0.169,1
53.5,802,252,7.7,0,0.165,1
101.2,575,266,1.1,0,0.092,1
49.6,522,274,0.2,0,0.193,1
47.1,764,321,3.1,0,0.239,1
40.8,477,241,5.2,0,0.207,0
71.4,653,364,7.3,0,0.178,1
51.0,850,309,10.0,0,0.212,1
40.7,669,193,5.7,0,0.166,1
84.1,575,407,0.7,0,0.169,1
86.2,665,111,6.9,0,0.045,1
41.8,666,250,24.9,0,0.209,1
15.0,684,366,14.2,0,0.854,0
77.2,726,180,12.3,0,0.082,1
39.9,582,294,2.2,0,0.258,1
72.4,813,320,8.3,0,0.155,1
15.0,691,165,11.4,0,0.385,1
74.6,732,252,6.8,0,0.118,1
28.4,617,243,1.7,0,0.299,0
71.1,779,199,18.5,0,0.098,1
55.3,648,513,3.6,1,0.325,0
34.0,694,176,0.8,0,0.181,1
46.0,591,371,0.7,0,0.282,1
70.1,585,217,6.3,0,0.108,1
57.3,728,140,3.5,0,0.086,1
67.9,632,271,0.6,0,0.14,1
98.5,597,331,8.1,0,0.118,1
20.6,615,361,9.6,1,0.613,0
90.6,729,432,7.8,1,0.167,0
57.3,617,584,1.4,0,0.357,1
35.2,660,288,7.0,0,0.286,1
25.7,671,187,0.1,1,0.255,0
50.8,507,310,2.2,0,0.214,1
75.3,545,231,3.1,0,0.107,1
52.2,699,362,10.8,0,0.243,1
88.2,607,117,3.0,0,0.046,1
23.1,760,521,0.1,0,0.789,0
54.7,752,354,2.6,0,0.227,1
27.4,731,75,4.1,0,0.096,1
63.0,825,182,17.9,0,0.101,1
74.5,663,350,17.0,0,0.164,1
45.7,725,389,1.2,0,0.298,1
15.0,620,120,1.2,0,0.28,0
59.4,850,338,1.1,0,0.199,1
64.6,839,46,9.3,0,0.025,1
63.9,671,250,0.0,0,0.137,1
82.2,703,382,0.8,1,0.163,0
31.4,786,199,4.6,0,0.222,1
70.0,657,94,1.7,0,0.047,1
81.2,614,276,0.6,0,0.119,1
15.9,744,193,2.7,1,0.425,0
62.0,677,329,1.9,0,0.186,1
43.9,686,163,4.3,0,0.13,1
53.2,599,175,23.2,0,0.115,1
62.6,524,40,0.8,0,0.022,1
44.3,690,279,2.8,0,0.22,1
40.1,747,242,16.1,0,0.211,1
55.8,651,129,12.6,0,0.081,1
31.1,792,281,3.0,0,0.316,1
31.1,610,373,7.2,0,0.42,1
69.9,580,236,0.6,0,0.118,1
29.7,664,289,7.5,0,0.341,1
69.7,663,290,21.6,0,0.146,1
65.2,735,128,4.6,0,0.069,1
17.0,604,486,4.1,0,1.001,0
40.1,786,208,1.2,0,0.182,1
81.3,837,332,6.0,0,0.143,1
33.4,667,345,5.4,0,0.362,1
44.8,776,245,6.3,0,0.191,1
65.2,580,327,0.2,0,0.176,1
72.2,761,287,4.8,0,0.139,1
49.5,759,104,5.4,1,0.074,0
41.9,743,223,1.4,0,0.186,1
86.3,669,193,1.4,0,0.078,1
93.3,419,209,1.9,1,0.078,0
76.5,615,117,7.5,0,0.054,1
56.9,617,384,5.6,0,0.236,1
37.2,587,436,11.2,0,0.41,1
36.7,680,368,2.1,0,0.351,1
66.5,634,400,14.6,1,0.211,0
64.2,600,222,8.2,0,0.121,1
85.8,580,190,3.0,0,0.078,1
69.3,609,174,0.6,0,0.088,1
21.9,765,331,1.8,0,0.529,1
78.1,614,285,18.8,0,0.128,1
33.0,626,252,2.2,0,0.267,1
46.6,631,402,2.4,0,0.302,1
60.5,699,305,1.3,0,0.176,1
98.9,709,168,9.9,0,0.059,1
123.4,411,185,1.9,0,0.052,1
68.3,757,335,2.4,0,0.172,1
51.0,792,375,3.2,0,0.257,1
66.8,581,321,3.4,0,0.168,1
74.5,587,469,3.2,0,0.22,1
47.9,632,440,4.2,0,0.322,1
94.5,606,309,10.1,0,0.114,1
60.1,689,168,10.3,0,0.098,1
66.0,505,116,9.6,0,0.062,1
69.7,575,217,0.6,0,0.109,1
64.3,801,343,9.6,0,0.187,1
73.5,591,461,0.8,0,0.22,1
41.4,776,306,0.8,1,0.259,0
42.7,700,389,17.7,0,0.319,1
30.8,516,233,10.3,0,0.265,0
64.7,724,329,4.8,0,0.178,1
72.1,660,351,12.5,0,0.17,1
65.1,631,42,27.3,1,0.023,0
91.8,691,215,5.7,0,0.082,1
54.9,710,364,5.7,0,0.232,1
69.7,730,290,8.4,1,0.146,0
31.0,770,128,1.6,0,0.145,1
46.5,705,40,1.1,0,0.03,1
70.3,553,220,8.6,0,0.11,1
73.7,630,252,2.5,0,0.12,1
48.5,850,163,0.9,0,0.118,1
53.4,732,276,2.3,0,0.181,1
21.6,850,316,2.7,0,0.512,1
47.1,789,334,20.2,0,0.248,1
74.6,691,40,7.2,0,0.019,1
67.7,696,115,4.5,0,0.059,1
66.0,667,226,20.8,0,0.12,1
56.1,522,323,14.0,0,0.202,1
55.2,672,314,4.3,0,0.199,1
40.5,773,312,14.2,0,0.27,1
70.4,619,218,3.1,0,0.108,1
64.3,705,224,1.6,0,0.122,1
65.8,742,180,1.6,0,0.096,1
43.4,593,345,6.5,0,0.278,1
15.0,632,159,4.2,0,0.371,0
79.1,583,354,6.5,0,0.157,1
44.5,600,283,7.0,0,0.223,1
36.0,561,255,0.1,0,0.248,0
70.3,593,188,0.3,0,0.094,1
46.4,791,111,4.6,0,0.084,1
78.3,592,189,1.3,0,0.084,1
68.6,681,224,6.0,1,0.114,0
70.0,627,40,4.8,1,0.02,0
24.9,770,238,5.3,0,0.335,1
81.7,781,362,2.2,0,0.155,1
60.7,743,322,6.1,0,0.186,1
46.9,696,205,10.6,0,0.153,1
58.2,650,265,35.0,1,0.159,0
15.9,569,199,10.9,1,0.438,0
64.0,835,276,4.9,0,0.151,1
32.4,605,429,1.3,0,0.463,0
25.2,726,367,6.9,0,0.51,1
21.5,760,317,16.7,0,0.516,1
79.5,623,206,1.4,0,0.091,1
41.2,758,342,1.8,1,0.291,0
88.7,735,74,1.0,0,0.029,1
43.2,817,232,8.0,0,0.188,1
17.4,630,324,3.1,0,0.652,0
30.4,561,341,0.4,0,0.393,0
82.2,627,334,12.5,0,0.142,1
51.6,688,292,4.9,0,0.198,1
42.9,675,238,2.4,0,0.194,1
58.5,637,319,2.5,0,0.191,1
66.0,508,155,2.1,0,0.082,1
79.6,710,167,3.6,0,0.073,1
86.9,838,267,2.5,0,0.108,1
47.1,709,279,4.8,0,0.207,1
25.8,722,59,8.9,0,0.08,1
45.9,719,310,6.7,0,0.236,1
60.7,704,345,2.1,0,0.199,1
33.8,749,251,4.5,0,0.26,1
33.9,704,521,11.0,0,0.538,1
62.6,643,185,0.4,0,0.103,1
53.9,602,220,0.5,0,0.143,1
55.7,649,217,4.9,0,0.136,1
38.3,697,252,6.1,0,0.23,1
49.9,643,224,1.4,0,0.157,1
34.7,697,105,8.2,0,0.106,1
74.6,707,200,6.2,1,0.094,0
77.8,741,249,15.4,0,0.112,1
15.0,779,395,1.1,0,0.922,0
34.6,677,502,8.4,0,0.508,1
22.1,559,407,0.5,0,0.645,0
40.7,641,175,5.0,0,0.15,1
53.2,674,183,4.8,0,0.12,1
23.1,514,242,2.9,0,0.367,0
34.7,788,456,11.2,0,0.46,1
32.9,682,242,0.0,0,0.257,1
59.6,702,114,4.4,1,0.067,0
56.5,786,205,1.5,0,0.127,1
39.1,616,343,8.2,1,0.307,0
58.9,719,336,0.3,0,0.2,1
43.0,661,238,10.7,0,0.194,1
49.0,654,335,10.9,0,0.239,1
91.8,604,40,10.7,0,0.015,1
84.5,812,271,1.0,0,0.112,1
26.4,638,355,6.0,0,0.471,0
73.3,729,168,0.1,0,0.08,1
72.9,511,168,11.3,0,0.081,1
29.7,770,55,7.7,0,0.065,1
73.0,759,435,4.5,0,0.209,1
88.8,678,181,7.9,0,0.071,1
30.3,651,287,0.6,0,0.332,1
34.8,704,326,4.5,0,0.328,1
77.4,850,426,2.1,0,0.193,1
61.0,520,243,21.6,1,0.139,0
67.1,736,201,11.7,0,0.105,1
62.5,593,279,7.9,0,0.156,1
63.6,668,401,16.3,0,0.221,1
25.8,649,241,2.6,0,0.327,1
78.0,634,155,13.9,0,0.07,1
80.7,669,91,2.4,0,0.039,1
50.0,574,126,7.9,1,0.088,0
54.0,757,355,8.0,0,0.23,1
21.3,517,225,0.1,0,0.37,0
66.3,716,193,2.7,0,0.102,1
67.6,642,181,0.1,0,0.094,1
53.6,570,269,35.0,0,0.176,1
79.7,687,234,0.8,0,0.103,1
47.7,538,230,4.7,0,0.169,1
67.4,673,408,9.4,0,0.212,1
32.6,549,429,1.3,0,0.461,0
54.5,709,83,4.0,0,0.053,1
51.2,591,296,5.6,0,0.202,1
60.0,632,175,1.0,0,0.102,1
46.9,695,233,9.0,0,0.174,1
52.1,604,294,2.1,0,0.198,1
73.2,665,237,1.4,1,0.113,0
45.4,541,285,4.9,0,0.22,1
19.7,724,334,3.2,0,0.593,0
93.5,820,292,15.2,0,0.109,1
85.4,850,189,12.7,0,0.077,1
26.6,678,191,4.0,0,0.251,1
70.2,737,102,2.7,0,0.051,1
43.9,519,166,2.4,0,0.132,1
60.8,798,476,1.9,0,0.274,1
61.5,736,173,4.7,0,0.098,1
49.8,629,129,9.8,0,0.091,1
37.8,775,295,2.2,0,0.273,1
39.8,648,248,1.3,0,0.218,1
34.8,631,238,3.9,1,0.239,0
36.7,710,415,0.4,0,0.396,1
53.5,580,320,7.2,0,0.209,1
39.3,757,202,4.4,0,0.18,1
70.0,580,213,4.1,1,0.107,0
87.7,581,205,2.1,1,0.082,0
42.2,593,356,14.1,0,0.295,1
60.3,735,226,0.6,0,0.131,1
66.0,618,63,12.2,0,0.033,1
65.4,555,255,2.8,1,0.136,0
56.7,619,91,12.8,0,0.056,1
71.3,667,500,7.8,0,0.245,1
65.6,570,154,0.7,1,0.082,0
27.8,572,242,10.7,0,0.305,1
74.1,849,288,6.9,0,0.136,1
74.5,597,228,0.2,0,0.107,1
38.2,643,228,0.9,0,0.209,1
55.8,639,306,6.1,0,0.192,1
70.0,634,428,6.5,0,0.214,1
50.4,723,344,8.2,0,0.239,1
78.6,751,423,7.6,0,0.188,1
107.0,644,145,6.5,0,0.047,1
37.7,565,295,8.7,1,0.274,0
24.6,778,277,5.1,0,0.394,1
61.7,662,299,1.8,0,0.17,1
70.9,817,411,14.6,0,0.203,1
49.9,479,236,0.1,0,0.166,0
87.0,687,215,2.7,1,0.086,0
25.6,833,319,7.8,0,0.436,1
70.2,640,64,3.3,0,0.032,1
41.7,651,234,0.2,0,0.196,1
92.8,695,245,0.4,0,0.092,1
98.8,623,159,6.3,0,0.056,1
38.1,643,376,20.1,1,0.345,0
42.9,641,143,4.8,0,0.117,1
73.9,617,245,4.2,0,0.116,1
46.5,774,292,2.3,0,0.22,1
54.0,709,409,1.8,1,0.265,0
55.6,691,259,0.1,0,0.163,1
15.0,739,363,1.9,0,0.847,0
54.7,648,337,3.6,1,0.216,0
39.8,604,274,1.3,0,0.241,1
44.2,619,140,0.5,0,0.111,1
86.8,670,102,7.6,0,0.041,1
27.4,580,272,13.5,0,0.347,1
72.9,627,200,16.6,0,0.096,1
48.9,626,361,5.8,1,0.258,0
48.8,850,342,0.3,0,0.245,1
72.4,434,240,8.1,0,0.116,1
62.5,655,133,0.7,0,0.074,1
67.6,817,316,6.6,0,0.164,1
76.3,680,148,9.1,0,0.068,1
47.7,734,177,7.8,0,0.13,1
41.5,678,152,18.2,0,0.128,1
31.1,613,245,8.0,0,0.276,1
36.8,479,389,7.1,0,0.37,0
119.9,687,259,1.8,0,0.076,1
82.4,604,211,15.5,0,0.09,1
25.3,602,92,1.2,0,0.127,1
25.9,628,321,14.1,1,0.434,0
65.6,818,174,2.2,0,0.093,1
67.0,850,273,0.8,0,0.143,1
67.1,688,221,10.5,0,0.115,1
49.4,630,352,0.0,0,0.249,1
52.2,570,243,10.7,0,0.163,1
62.2,710,254,1.8,0,0.143,1
56.9,822,313,13.0,0,0.193,1
15.0,649,492,7.1,0,1.148,0
49.9,468,358,6.6,0,0.251,0
36.3,727,250,2.7,0,0.241,1
58.9,754,260,0.4,0,0.154,1
120.7,535,202,10.6,0,0.059,1
63.1,685,156,1.1,0,0.087,1
48.1,708,199,2.8,0,0.145,1
75.3,664,175,5.5,0,0.081,1
65.6,603,332,3.9,0,0.177,1
64.2,756,142,1.3,0,0.077,1
68.4,636,407,0.9,1,0.208,0
100.2,544,343,0.8,1,0.12,0
30.1,496,262,11.9,0,0.305,0
65.4,777,260,0.2,0,0.139,1
34.6,722,199,22.6,0,0.201,1
67.2,677,290,1.3,0,0.151,1
34.8,633,380,0.7,0,0.382,1
45.8,625,183,5.2,0,0.14,1
48.5,579,91,0.5,0,0.066,1
76.5,633,337,5.5,1,0.154,0
75.2,490,296,11.4,1,0.138,0
27.6,607,137,0.3,0,0.174,1
56.2,644,179,9.7,0,0.111,1
39.4,722,165,3.0,0,0.147,1
27.3,667,180,1.0,0,0.231,1
50.2,738,224,1.2,0,0.156,1
48.2,785,231,15.1,0,0.168,1
108.4,760,188,0.7,0,0.061,1
64.5,710,177,12.1,0,0.096,1
24.7,671,235,4.7,0,0.333,1
42.6,587,278,0.2,1,0.228,0
77.5,733,225,3.7,0,0.102,1
100.9,813,387,10.2,0,0.134,1
20.1,699,316,7.8,0,0.55,1
15.0,833,85,4.0,0,0.198,1
96.2,540,318,11.8,1,0.116,0
63.6,572,327,0.8,0,0.18,1
35.9,743,212,14.4,0,0.207,1
66.8,692,96,11.2,0,0.05,1
15.0,782,261,7.4,1,0.609,0
55.1,669,259,10.2,0,0.165,1
62.2,596,137,4.7,0,0.077,1
75.3,652,100,6.7,0,0.046,1
32.7,540,250,4.9,0,0.268,0
56.9,574,234,2.6,0,0.144,1
34.6,753,214,5.0,0,0.216,1
60.6,744,251,1.8,0,0.145,1
35.3,701,139,3.5,0,0.138,1
46.0,524,212,2.0,0,0.161,1
33.1,640,319,0.8,0,0.337,1
69.3,566,222,2.3,0,0.112,1
73.9,770,76,11.5,0,0.036,1
49.8,620,208,2.9,0,0.146,1
55.8,578,142,8.3,0,0.089,1
23.1,673,289,1.2,0,0.438,0
48.4,616,295,3.3,0,0.213,1
53.9,796,78,0.7,0,0.051,1
112.7,608,343,0.9,0,0.107,1
30.5,551,138,5.8,0,0.158,1
87.2,487,432,5.6,0,0.173,1
76.9,667,255,1.4,0,0.116,1
61.2,622,123,3.9,0,0.07,1
93.7,549,134,11.9,0,0.05,1
63.2,771,298,1.1,0,0.165,1
63.6,727,217,0.1,1,0.119,0
53.8,668,249,6.3,0,0.162,1
81.9,786,437,0.3,0,0.187,1
79.1,726,183,23.5,1,0.081,0
41.2,600,267,5.6,0,0.227,1
26.0,582,416,3.8,1,0.56,0
50.5,740,290,3.4,0,0.201,1
37.4,704,83,5.1,0,0.078,1
53.6,684,316,0.6,0,0.206,1
82.2,598,132,16.0,0,0.056,1
44.9,722,415,5.9,0,0.323,1
54.1,606,169,1.2,0,0.109,1
56.3,661,587,5.0,0,0.365,1
73.7,793,421,0.9,0,0.2,1
15.0,614,172,0.1,0,0.401,0
41.7,536,262,6.0,0,0.22,1
59.6,581,343,6.3,0,0.201,1
81.4,755,346,5.3,1,0.149,0
44.2,692,309,1.2,0,0.245,1
15.0,659,398,5.5,1,0.929,0
68.6,627,246,0.3,0,0.126,1
41.0,711,220,5.6,0,0.188,1
28.8,598,222,4.8,0,0.27,1
41.3,696,354,6.4,0,0.3,1
50.9,608,300,13.6,0,0.206,1
41.7,594,292,11.4,0,0.245,1
15.0,616,347,23.7,0,0.81,0
74.7,638,40,22.4,1,0.019,0
83.0,666,294,8.9,0,0.124,1
69.3,690,284,18.8,1,0.143,0
30.0,356,444,12.1,0,0.518,0
50.6,601,92,7.8,1,0.064,0
54.9,637,431,0.5,0,0.275,1
68.2,798,268,0.3,0,0.138,1
69.7,578,314,10.9,0,0.158,1
38.8,684,444,4.0,0,0.401,1
56.8,797,322,10.1,0,0.198,1
65.1,558,304,2.3,0,0.163,1
87.0,703,287,3.0,0,0.115,1
70.5,602,207,7.2,0,0.103,1
72.4,627,257,14.8,0,0.124,1
56.8,602,181,0.6,0,0.112,1
86.0,608,255,11.9,0,0.104,1
64.0,850,40,9.5,0,0.022,1
36.1,742,307,2.3,0,0.298,1
85.9,764,247,2.6,0,0.101,1
70.4,712,223,0.3,0,0.111,1
45.3,533,284,0.1,0,0.219,0
44.5,704,102,3.9,0,0.08,1
61.5,761,472,0.6,0,0.269,1
65.2,597,249,1.3,0,0.134,1
59.3,752,244,11.3,0,0.144,1
61.8,730,154,5.1,0,0.087,1
92.4,827,263,6.0,0,0.1,1
78.6,634,413,1.2,0,0.184,1
59.2,577,374,10.6,0,0.221,1
75.7,639,354,12.1,0,0.164,1
32.3,792,320,4.4,0,0.347,1
63.8,515,221,14.6,0,0.121,1
94.8,494,100,11.2,0,0.037,1
50.2,678,238,7.9,0,0.166,1
36.4,632,234,7.9,0,0.225,1
40.7,671,375,0.7,0,0.322,1
31.0,750,294,1.9,1,0.332,0
37.7,623,437,0.4,1,0.406,0
46.8,511,392,0.1,0,0.293,0
24.1,844,210,1.0,0,0.305,1
55.3,585,63,12.7,0,0.04,1
74.9,580,412,1.6,0,0.193,1
35.0,764,410,21.1,0,0.41,1
88.4,637,110,5.5,0,0.044,1
66.2,665,426,1.6,1,0.225,0
77.7,711,302,4.1,1,0.136,0
40.5,762,278,1.5,0,0.24,1
73.8,642,438,24.8,0,0.208,1
31.0,799,408,11.3,0,0.461,1
74.6,488,332,0.2,0,0.156,1
58.8,735,312,17.7,0,0.186,1
67.2,599,328,7.7,0,0.171,1
29.1,787,216,0.5,0,0.26,1
35.3,682,254,6.7,0,0.252,1
68.1,613,161,6.2,0,0.083,1
34.1,726,223,1.5,1,0.229,0
65.2,746,220,8.5,0,0.118,1
24.9,725,190,0.5,0,0.267,1
73.7,582,275,4.0,0,0.131,1
27.9,629,224,0.1,0,0.281,0
67.2,670,315,20.8,1,0.164,0
68.8,666,82,8.4,0,0.042,1
39.7,734,248,1.0,1,0.219,0
67.8,499,274,2.5,0,0.141,1
60.7,698,226,1.1,0,0.13,1
43.1,645,241,8.7,0,0.196,1
32.8,599,86,0.4,0,0.092,1
15.0,607,299,11.0,0,0.698,0
62.7,652,331,17.1,1,0.185,0
20.6,364,314,6.8,0,0.533,0
57.1,610,374,1.4,0,0.229,1
49.2,596,282,2.7,0,0.201,1
69.9,715,313,3.9,0,0.157,1
48.4,602,277,5.6,0,0.2,1
47.8,652,336,6.6,1,0.246,0
71.1,801,87,4.8,0,0.043,1
62.4,755,162,2.6,1,0.091,0
62.0,747,435,13.3,0,0.246,1
65.3,628,40,0.5,0,0.021,1
21.2,716,245,3.8,0,0.404,1
71.6,650,389,9.0,0,0.19,1
68.5,653,250,0.4,0,0.128,1
32.6,705,215,7.3,0,0.231,1
49.6,619,274,10.3,0,0.193,1
54.1,797,221,6.5,0,0.143,1
52.0,656,263,0.1,0,0.177,1
62.3,723,185,1.2,0,0.104,1
86.5,794,382,2.5,0,0.155,1
78.8,758,417,1.6,1,0.185,0
26.1,550,245,19.7,0,0.329,1
68.7,708,107,6.3,0,0.055,1
84.2,742,202,2.1,0,0.084,1
63.5,746,240,15.9,0,0.132,1
79.0,575,316,8.1,0,0.14,1
99.3,614,149,2.0,0,0.053,1
77.5,755,175,2.9,0,0.079,1
60.5,605,316,1.3,0,0.183,1
78.0,645,363,21.3,0,0.163,1
58.2,804,192,4.4,0,0.115,1
55.5,666,113,13.6,0,0.071,1
47.3,608,621,2.6,0,0.46,1
89.4,595,346,11.8,0,0.135,1
37.0,698,231,0.3,0,0.219,1
88.7,557,356,24.1,0,0.14,1
66.0,649,246,14.6,0,0.13,1
24.2,698,355,2.7,0,0.513,1
63.1,780,278,8.9,0,0.154,1
15.0,727,270,8.4,0,0.63,1
68.8,609,248,13.9,0,0.126,1
74.5,770,101,2.2,0,0.047,1
42.0,645,473,3.8,0,0.394,1
57.7,565,156,12.0,0,0.095,1
98.0,655,110,9.0,0,0.039,1
43.9,792,237,3.0,1,0.189,0
31.7,684,154,11.2,0,0.17,1
87.6,671,254,0.3,0,0.101,1
98.2,809,336,9.1,0,0.12,1
55.1,548,369,1.4,0,0.234,1
77.3,561,350,2.0,0,0.158,1
84.5,533,226,4.1,0,0.094,1
38.7,702,265,3.6,0,0.24,1
44.3,684,305,4.4,0,0.241,1
82.1,801,67,4.7,1,0.029,0
92.1,691,323,2.4,1,0.123,0
67.4,636,100,1.2,0,0.052,1
35.6,670,484,8.8,0,0.476,1
98.7,680,216,3.1,0,0.077,1
43.3,528,240,4.2,0,0.194,1
47.6,850,175,6.2,0,0.129,1
62.5,714,191,14.4,0,0.107,1
89.2,688,510,7.4,0,0.2,1
73.8,722,363,0.3,1,0.172,0
64.1,730,90,10.9,0,0.049,1
65.2,658,425,27.3,0,0.228,1
56.0,616,391,3.8,0,0.244,1
67.3,721,229,21.0,0,0.119,1
15.0,703,294,4.8,0,0.686,0
48.5,601,258,3.7,0,0.186,1
60.3,791,477,2.4,1,0.277,0
29.7,695,172,6.4,0,0.203,1
63.5,732,276,1.6,0,0.152,1
50.5,788,213,0.7,0,0.148,1
93.6,672,102,0.2,0,0.038,1
89.6,697,501,2.1,0,0.196,1
44.8,739,130,3.0,0,0.102,1
51.7,608,284,4.8,0,0.192,1
53.4,675,69,2.1,0,0.045,1
45.1,681,216,24.8,0,0.168,1
59.3,589,306,2.1,0,0.181,1
38.3,850,169,3.5,1,0.154,0
30.1,550,325,0.7,0,0.378,0
68.7,560,230,1.8,0,0.117,1
68.8,782,388,0.3,0,0.197,1
37.3,731,410,4.9,0,0.385,1
74.7,583,195,8.3,0,0.091,1
41.1,722,268,1.3,0,0.228,1
60.6,795,280,2.8,0,0.162,1
73.0,667,328,0.1,0,0.157,1
54.3,850,262,11.0,0,0.169,1
65.0,523,281,9.1,0,0.151,1
43.6,729,233,0.4,0,0.187,1
50.7,769,273,2.7,0,0.188,1
50.5,746,403,18.6,0,0.279,1
38.6,653,331,3.0,0,0.3,1
51.1,645,337,4.5,0,0.231,1
20.9,708,340,2.6,0,0.569,0
44.2,739,243,5.4,0,0.192,1
48.7,721,295,22.9,0,0.212,1
49.4,758,141,35.0,0,0.1,1
49.7,583,400,8.9,0,0.282,1
53.6,651,40,3.1,0,0.026,1
65.5,590,250,4.1,0,0.134,1
74.2,637,385,2.6,0,0.182,1
40.7,756,110,25.4,0,0.095,1
28.5,679,304,7.4,1,0.373,0
32.1,850,185,3.6,0,0.202,1
44.3,686,219,0.1,0,0.173,1
47.3,675,364,4.4,0,0.269,1
38.1,679,282,24.8,0,0.259,1
26.5,616,40,4.4,0,0.053,1
45.0,665,153,1.2,0,0.119,1
59.0,766,367,0.1,0,0.218,1
68.1,680,309,2.6,0,0.159,1
42.7,603,452,15.0,0,0.37,1
45.9,591,445,34.0,0,0.339,1
34.6,632,222,17.4,0,0.225,1
54.3,676,535,7.8,0,0.345,1
